date,symbol,bias,score,regime,trendStack,longTrend,momentum,macdHistogram,structure,next_close_ret,next_oc_ret
2023-06-29,GLD,bearish,-3,normal,-2,1,-1,-1,0,0.006663,0.003264
2023-06-30,GLD,neutral,-2,normal,-2,1,-1,-1,1,0.001122,-0.000784
2023-07-03,GLD,bearish,-3,normal,-2,1,-1,-1,0,-0.003530,-0.008751
2023-07-05,GLD,bearish,-4,normal,-2,1,-1,-1,-1,-0.002980,-0.001127
2023-07-06,GLD,bearish,-4,normal,-2,1,-1,-1,-1,0.007501,0.001458
2023-07-07,GLD,neutral,0,normal,-2,1,-1,1,1,0.000784,0.002299
2023-07-10,GLD,neutral,0,normal,-2,1,0,1,0,0.003748,0.000111
2023-07-11,GLD,bullish,3,quiet,0,1,0,1,1,0.013541,0.003864
2023-07-12,GLD,bullish,5,normal,1,1,1,1,1,0.000715,0.000275
2023-07-13,GLD,bullish,5,normal,1,1,1,1,1,-0.003187,-0.000881
2023-07-14,GLD,bullish,3,quiet,1,1,1,1,-1,0.000717,0.003149
2023-07-17,GLD,bullish,4,quiet,1,1,1,1,0,0.011456,0.004650
2023-07-18,GLD,bullish,5,normal,1,1,1,1,1,0.000163,0.001199
2023-07-19,GLD,bullish,4,normal,1,1,1,1,0,-0.005063,-0.005388
2023-07-20,GLD,bullish,3,normal,1,1,1,1,-1,-0.003065,0.000659
2023-07-21,GLD,bullish,3,quiet,1,1,1,1,-1,-0.004281,-0.004500
