date,symbol,bias,score,regime,trendStack,longTrend,momentum,macdHistogram,structure,next_close_ret,next_oc_ret
2008-03-10,GC=F,bullish,4,normal,2,1,1,1,-1,0.004433,-0.001537
2008-03-11,GC=F,bullish,3,normal,2,1,1,-1,0,0.004722,0.005341
2008-03-12,GC=F,bullish,4,normal,2,1,1,-1,1,0.013792,0.008742
2008-03-13,GC=F,bullish,6,normal,2,1,1,1,1,0.005946,0.004326
2008-03-14,GC=F,bullish,5,normal,2,1,1,1,0,0.003206,-0.003582
2008-03-17,GC=F,bullish,5,normal,2,1,1,1,0,0.001797,-0.000399
2008-03-18,GC=F,bullish,5,normal,2,1,1,1,0,-0.058313,-0.035331
2008-03-19,GC=F,neutral,-1,expanded,0,1,0,-1,-1,-0.026569,-0.021598
2008-03-20,GC=F,bearish,-3,expanded,-1,1,-1,-1,-1,-0.001414,0.003058
2008-03-24,GC=F,neutral,-2,expanded,-1,1,-1,-1,0,0.017750,0.003328
2008-03-25,GC=F,neutral,0,expanded,0,1,-1,-1,1,0.015408,-0.000632
2008-03-26,GC=F,neutral,1,normal,0,1,0,-1,1,-0.000211,0.001478
2008-03-27,GC=F,neutral,-1,normal,0,1,0,-1,-1,-0.019182,-0.017836
2008-03-28,GC=F,neutral,-2,normal,0,1,-1,-1,-1,-0.015474,-0.015897
2008-03-31,GC=F,bearish,-3,normal,-1,1,-1,-1,-1,-0.036346,-0.035082
2008-04-01,GC=F,bearish,-3,expanded,-1,1,-1,-1,-1,0.013931,0.012670
2008-04-02,GC=F,neutral,-2,expanded,-1,1,-1,-1,0,0.010947,0.004217
2008-04-03,GC=F,neutral,-2,expanded,-1,1,-1,-1,0,0.004420,0.004753
2008-04-04,GC=F,neutral,-1,expanded,-1,1,-1,-1,1,0.015072,0.008085
2008-04-07,GC=F,neutral,0,expanded,-1,1,0,-1,1,-0.009429,-0.011037
2008-04-08,GC=F,neutral,-2,normal,-1,1,-1,-1,0,0.021444,0.019214
2008-04-09,GC=F,bullish,3,expanded,2,1,0,-1,1,-0.005677,-0.003221
2008-04-10,GC=F,neutral,0,normal,0,1,0,-1,0,-0.005063,0.004350
2008-04-11,GC=F,neutral,-1,normal,-1,1,0,-1,0,0.001949,0.009160
2008-04-14,GC=F,neutral,2,normal,0,1,0,1,0,0.003566,0.004760
2008-04-15,GC=F,neutral,2,normal,0,1,0,1,0,0.017659,0.019305
2008-04-16,GC=F,bullish,5,normal,2,1,0,1,1,-0.005608,0.013589
2008-04-17,GC=F,bullish,4,normal,2,1,0,1,0,-0.029368,-0.025427
2008-04-18,GC=F,neutral,-1,normal,-1,1,-1,1,-1,0.002741,-0.008455
2008-04-21,GC=F,neutral,0,normal,-1,1,-1,1,0,0.008309,0.001847
2008-04-22,GC=F,neutral,1,normal,-1,1,0,1,0,-0.017456,-0.011562
2008-04-23,GC=F,bearish,-3,normal,-1,1,-1,-1,-1,-0.021408,-0.017287
2008-04-24,GC=F,bearish,-4,normal,-2,1,-1,-1,-1,0.000451,0.010248
2008-04-25,GC=F,bearish,-3,normal,-2,1,-1,-1,0,0.006425,0.006652
2008-04-28,GC=F,bearish,-3,normal,-2,1,-1,-1,0,-0.020943,-0.018415
2008-04-29,GC=F,bearish,-4,normal,-2,1,-1,-1,-1,-0.013041,-0.006792
2008-04-30,GC=F,bearish,-4,normal,-2,1,-1,-1,-1,-0.016110,-0.007134
2008-05-01,GC=F,bearish,-4,normal,-2,1,-1,-1,-1,0.008482,0.003281
2008-05-02,GC=F,bearish,-3,normal,-2,1,-1,-1,0,0.018923,0.012889
2008-05-05,GC=F,neutral,-2,normal,-2,1,-1,-1,1,0.004242,0.004242
2008-05-06,GC=F,neutral,-2,normal,-2,1,-1,-1,1,-0.007306,0.001843
2008-05-07,GC=F,bearish,-4,normal,-2,1,-1,-1,-1,0.012649,0.011022
2008-05-08,GC=F,neutral,-2,normal,-2,1,-1,-1,1,0.004429,0.000679
2008-05-09,GC=F,neutral,1,normal,-2,1,0,1,1,-0.000904,0.005118
2008-05-12,GC=F,neutral,-1,normal,-2,1,0,1,-1,-0.017200,0.006490
2008-05-13,GC=F,neutral,-2,normal,-2,1,-1,1,-1,-0.003569,0.003013
2008-05-14,GC=F,neutral,-1,normal,-2,1,-1,1,0,0.015715,0.015246
2008-05-15,GC=F,neutral,1,normal,-2,1,0,1,1,0.022753,0.007848
2008-05-16,GC=F,bullish,3,normal,0,1,0,1,1,0.006674,0.000000
2008-05-19,GC=F,bullish,4,normal,1,1,0,1,1,0.016022,0.000000
2008-05-20,GC=F,bullish,5,normal,1,1,1,1,1,0.009244,0.004873
2008-05-21,GC=F,bullish,5,quiet,1,1,1,1,1,-0.010884,0.000327
2008-05-22,GC=F,bullish,3,quiet,1,1,1,1,-1,0.008389,0.009488
2008-05-23,GC=F,bullish,5,quiet,1,1,1,1,1,-0.019339,-0.004715
2008-05-27,GC=F,neutral,2,quiet,1,1,0,1,-1,-0.007932,0.000000
2008-05-28,GC=F,neutral,1,quiet,0,1,0,1,-1,-0.025875,-0.028571
2008-05-29,GC=F,neutral,-2,normal,-2,1,-1,1,-1,0.011514,0.008066
2008-05-30,GC=F,neutral,0,normal,-2,1,0,1,0,0.006311,0.006311
2008-06-02,GC=F,neutral,1,normal,-2,1,0,1,1,-0.012655,-0.009216
2008-06-03,GC=F,bearish,-4,normal,-2,1,-1,-1,-1,-0.001928,0.000455
2008-06-04,GC=F,bearish,-3,normal,-2,1,-1,-1,0,-0.009206,-0.004908
2008-06-05,GC=F,bearish,-4,normal,-2,1,-1,-1,-1,0.027070,0.019237
2008-06-06,GC=F,neutral,1,normal,0,1,0,-1,1,-0.000782,-0.006661
2008-06-09,GC=F,neutral,0,normal,0,1,0,-1,0,-0.029954,-0.021092
2008-06-10,GC=F,bearish,-4,normal,-2,1,-1,-1,-1,0.013596,0.011731
2008-06-11,GC=F,neutral,-2,normal,-2,1,0,-1,0,-0.011936,-0.005037
2008-06-12,GC=F,bearish,-4,normal,-2,1,-1,-1,-1,0.001266,0.000000
2008-06-13,GC=F,bearish,-3,normal,-2,1,-1,-1,0,0.015282,0.012722
2008-06-16,GC=F,neutral,-1,normal,-2,1,0,-1,1,0.000792,0.001019
2008-06-17,GC=F,neutral,-2,normal,-2,1,0,-1,0,0.007464,0.003266
2008-06-18,GC=F,bullish,3,normal,0,1,0,1,1,0.012123,0.014742
2008-06-19,GC=F,bullish,4,normal,1,1,0,1,1,-0.000444,-0.002766
2008-06-20,GC=F,bullish,3,normal,1,1,0,1,0,-0.018307,-0.020589
2008-06-23,GC=F,neutral,-1,normal,-2,1,0,1,-1,0.004973,-0.000450
2008-06-24,GC=F,neutral,2,normal,0,1,0,1,0,-0.010346,-0.004074
2008-06-25,GC=F,neutral,-1,normal,-2,1,0,1,-1,0.037614,0.003848
2008-06-26,GC=F,bullish,5,normal,1,1,1,1,1,0.017742,0.017742
2008-06-27,GC=F,bullish,5,normal,1,1,1,1,1,-0.003336,-0.001617
2008-06-30,GC=F,bullish,5,normal,2,1,1,1,0,0.017599,-0.001166
